	SOX5	HDAC2	FOSL2	LCOR	ZFX	ARID4A	LIN54	PATZ1	ZNF331	IRF2	ERF	KDM2A	GABPB1	ZNF574	EGR1	ZNF687	THAP11	ZGPAT	ZNF219	POU2F1	KAT8	TBX2	HDAC1	HOXA3	MED1	RXRB	ZMYM4	FOXA3	PAXIP1	TEAD3	SMAD4	ELF3	ZNF217	THRA	FOXK1	MIXL1	CEBPG	CEBPA	NCOA2	HOMEZ	FOXO1	MYBL2	REPIN1	ZNF614	PITX1	ATF2	DMAP1	MYC	MAZ	SPEN	NONO	RXRA	YEATS4	NR2C2	ZNF48	UBTF	PHF8	ZFY	HMGXB4	ZNF501	ZFP91	DRAP1	GATAD1	MNX1	HNF1B	E2F8	ETV5	TARDBP	TEAD1	RARA	FOXP4	HNF4A	TCF7L2	ISL2	IKZF5	RBPJ	LCORL	MGA	PHF21A	POGZ	FOXA2	BCL6	NFIL3	STAG1	RAD21	CTCF	SAP130	MAX	SALL1	ARID4B	ARID3A	ARID5B	TFAP4	SOX6	GATAD2A	ZUFSP	ZNF496	GRHL1	SCMH1	GPBP1L1	CENPX	ZNF382	HMGA1	MATR3	NR3C1	MTA3	ATRX	MLLT10	ZNF10	ZMAT5	TERF1	REXO4	PREB	LRRFIP1	CERS6	JDP2	DDIT3	RORA	NFE2	CSRNP2	ZFP62	KLF16	ZNF484	PLSCR1	ZNF577	ZNF720	ZNF17	ATAD3A	ZBTB1	GLMP	NPAS2	ZNF432	NFIB	SETDB1	ZNF326	ZBTB24	NCOA5	PAF1	ZNF530	ZNF260	ZNF75D	ZNF660	MAFG	ZNF597	HOXA7	ZNF562	TRIM24	FLYWCH1	ZNF513	PRDM4	ZNF570	AKAP8L	TBP	TEAD2	GPN1	ZFP14	ZNF549	CENPBD1	ZNF737	ELK4	FOXM1	ZNF180	ZNF251	CREM	ZNF672	HSF2	FOXO4	KLF13	SMAD9	PBX3	RARG	XBP1	RBAK	ZNF296	ZNF850	ZNF550	KIAA2018	NR1H2	ZNF569	ZNF20	ZNF512	ADNP	ZNF841	ZNF7	ATF4	THYN1	AKNA	ZFP36L2	NFE2L1	ZFAT	ZC3H4	ZBTB49	SP110	ZFYVE20	FUBP1	MTF1	ZNF468	PAWR	ZNF101	IRF1	ZNF30	MZF1	ZNF778	DMTF1	PIN1	CBX2	ZNF490	CC2D1A	ZKSCAN5	ZNF367	ZNF576	ZBTB46	ZNF146	ZBED5	ISX	ZBTB8A	ZNF460	ZNF33A	RNF219	ETS1	DBP	BHLHA15	TRAFD1	TSC22D1	ZNF674	CENPT	ZNF234	JUNB	AFF4	ZNF615	PRMT3	STAT5B	ZNF354B	ZSCAN22	THAP8	ATF5	PBX2	MLXIP	ZSCAN30	ZNF707	RFX3	TCF3	ZNF775	ZNF3	ZNF646	FOSL1	ZBTB37	MYRF	HOXA9	ZNF780A	ATF6	CREBL2	TIGD3	ZBTB44	ZNF253	ZNF773	JARID2	ZNF713	ZFP41	MYNN	ZNF383	ZNF318	ZNF25	KLF15	E2F2	THAP4	ZNF879	SNAPC5	SOX18	ZNF571	CHCHD3	LBX2	NFATC3	ZNF83	BATF2	ZNF526	ZNF485	GTF3A	TEF	ZNF703	ZHX2	ZFP64	ZSCAN12	GMEB2	MAF1	NFAT5	ZNF552	EEA1	E2F5	ZNF138	REL	ZBTB42	TOE1	ZHX3	MTF2	ZXDC	ZNF446	FUBP3	DNMT1	ZNF572	ZNF865	SP140L	ZNF512B	SSRP1	ZNF839	CAMTA2	ZNF256	CREB3	PAX8	DZIP1	ZNF827	ZNF678	SATB2	TP53	RELA	HHEX	ZFHX3	ONECUT2	HLF	USF2	ZBTB39	ZCCHC11	ZNF557	GZF1	ZNF527	ZNF740	NRF1	ZNF235	ZNF790	MTERF2	KLF9	ZBTB14	ZNF616	IRX3	EED	IKZF4	ZZZ3	ZBTB3	ZSCAN20	WIZ	RFXANK	ZNF589	ZNF44	ZFP37	GLI4	SNAI1	NCOA1	ARHGAP35	IRF5	ZNF786	ZC3H8	ZFP82	ZNF567	ZNF333	ZNF329	BRCA1	ZBTB10	PRDM15	ZNF34	ZNF337	ZNF652	NR2F1	FOXQ1	MEF2A	KDM1A	DNMT3B	ZBTB21	SNAPC4	ZNF608	ZNF782	ZNF704	ZNF546	ZNF558	ZNF224	ZNF276	ATF7	HES4	ZNF225	TMF1	ZNF33B	ZNF510	ETV6	ELF4	ELK1	SP2	ZC3H13	ZNF160	ZNF749	ZNF781	ZBTB4	PHF5A	MED8	ZNF816	ZNF776	ZNF619	ZNF724P	SAFB2	AHR	SMAD1	MTERF4	NAIF1	ARID2	CBX1	ZNF181	ZNF136	ZBTB7A	ZBTB2	NR0B2	AKAP8	ZIK1	THAP7	STAT6	JUND	ZNF629	ZNF121	SMYD3	ZNF431	BRF2	ZNF644	ONECUT1	GATA2	ATF3	SIX4	ZNF12	CEBPD	GATA4	NFKBIZ	ZSCAN29	HNF4G	HOXD1	DR1	ETV4	KDM4B	SRF	ZNF670	FBXL19	ZNF143	ZNF142	ZNF639	HINFP	JRK	ZHX1	ZNF564	ZBTB26	ZNF784	ZNF232	ZNF230	KLF12	ZNF891	ZNF883	ZNF598	HBP1	ZNF761	ZNF709	NFYB	HIVEP1	MXD1	NRL	TCF7	THRB	KDM6A	DPF2	HMG20B	RERE	SIX1	ZMYM2	ZNF878	ATF1	HIC2	TCF12	ZBTB34	SKIL	ZSCAN5A	JUN	ZFP1	MED13	NKX3	E2F1	TIGD6	ZNF280B	ZNF451	KLF11	TSC22D2	ZNF18	ZNF275	ZNF343	ZNF766	TOPORS	BRD4	ZNF746	ZFP36L1	SNAPC2	SRY	ZNF697	ZNF548	SMC3	FOXA1	PPARG	CREB1	ZNF609	TFE3	SMAD3	GABPA	ZBTB25	NFIA	GFI1	MEF2D	ZNF710	KDM5B	SP4	TFDP1	TAF1	GMEB1	E2F4	KMT2B	MYPOP	ZNF605	ZNF350	SMAD7	ZNF788	ZNF580	TFDP2	ELF1	YEATS2	POGK	HNF1A	MIER3	ZNF792	SP5	ZBTB7B	ZBTB40	NFYC	ZNF483	ZNF747	ZNF543	MXD3	BCL3	IRF9	ZNF563	PRDM10	KAT7	MEIS1	ZSCAN25	ZNF263	ZNF441	ZNF335	CSRNP1	ZFP90	ZNF800	ZNF414	ZNF768	ZNF777	ZNF274	MIER2	ZBTB33	EP300	ZNF280D	NACC2	MLX	ZNF264	ZNF281	GATAD2B	ZBTB43	PHF20	ZNF691	ZNF547	ZNF407	FOXC1	ZNF124	CCDC6	ZNF607	ZMAT3	ZBED4	ESRRA	HMGXB3	ZSCAN31	KMT2A	ZNF772	MXD4	ARNT2	MEIS2	HOXA10	KDM3A	HOXA5	ZNF511	ZSCAN9	ZNF430	RFXAP	ZNF556	ZNF221	ZNF205	SFPQ	NFYA	BORCS8	ZBTB38	SP1	GLYR1	NFKB2	THAP9	ZSCAN21	MTA1	SALL2	USF1	ZNF770	CBX5	BAZ2A	TGIF2	ZNF317	ARNTL	CBFB	KLF6	ZNF503	ZBTB20	ZKSCAN8	ZNF362	NR5A1	FOXJ3	RREB1	TEAD4	ZMYM3	DLX6	ZNF292	AHDC1	HMG20A	FOXP1	PROX1	RCOR2
SOX5	93197	91734	91005	92468	84604	84669	86010	85917	86682	84782	83938	79549	79897	82452	82391	88171	95573	100471	100707	91498	92656	92848	91246	89687	97011	96992	97177	99971	100021	95811	94575	94511	77048	74958	74717	76206	76767	81200	80706	74164	72213	71142	69875	72090	72741	72654	68244	66569	66068	66594	71490	70712	69541	71322	69495	68029	67762	75007	74246	73939	73150	73584	73565	73358	76860	78153	76687	77846	84796	84669	83681	83745	81911	81544	80163	79667	82628	81754	82789	85671	90426	88718	87536	89487	103901	96374	121728	113605	110934	108153	112940	112653	102549	108637	107942	935	679	812	95	7	428	298	303	1202	1460	1370	2205	2080	1861	1901	7258	7571	7318	6726	6622	7295	7775	7851	7440	6288	5900	6041	6116	6556	6474	6312	6157	5631	5810	2682	3042	2903	3347	3499	3343	3655	3934	4123	4266	4466	4717	4709	5456	4967	5187	5444	11218	10169	9568	9705	10355	9959	10049	10075	7931	8245	8525	8697	9462	9093	8586	8763	8602	8723	9223	13965	13779	13731	14058	13684	14042	14166	14457	13336	13301	13381	13440	13619	13828	13808	12046	11758	11594	12187	12413	11226	11674	11254	10848	11364	11156	11867	11777	11627	12690	12872	12645	12694	12786	12870	12302	12070	12249	12264	12672	12530	12763	12859	12668	14751	14355	14470	15568	14964	15150	15218	16439	16568	16969	16076	16267	16050	15937	16011	15604	15332	15767	19468	18544	17870	18218	17781	17001	17132	17014	16930	18251	17358	17233	17234	17602	17543	17359	18900	19548	20955	20490	19152	19338	19298	18739	18561	18268	18471	18293	18308	17947	18057	17828	18122	18066	21150	21212	20745	21512	21245	21490	22002	22165	19603	19411	19424	19618	19143	20260	19836	20171	20443	21705	21320	20990	20451	20228	24579	25211	24789	25171	24148	24525	24553	25405	25584	25830	25557	23619	23693	23801	24363	24289	24039	23946	24643	25380	25403	22624	22472	22729	22893	21972	22079	22185	22354	25081	24028	23394	25816	28524	27607	36139	27198	27720	26317	26976	26575	26728	27452	26916	26825	26949	26687	27565	25889	26082	26641	27771	27613	27376	28806	28259	28701	29618	29213	28510	28792	28178	28594	31317	29099	29217	30018	30256	30585	28861	28190	28644	30167	30120	30054	29668	29624	32721	32412	31174	31475	30920	29468	28827	32617	32588	31354	31183	31086	31732	31315	31446	32559	29931	30003	30880	30955	31254	31255	31679	31221	33913	34441	34946	34940	35227	35240	36498	36346	36283	33616	33348	33770	33226	33587	32777	33226	34213	33764	33131	33681	33350	33308	32235	32661	32871	32491	32388	34730	35543	36335	35455	35636	34570	34916	52940	47687	49894	43468	45041	44700	46802	46453	45547	45401	44611	43785	39963	42568	41386	40281	41464	40720	39173	40150	39583	40349	41433	41080	41013	42427	41604	42057	41217	41261	40228	40678	41163	43337	43871	43674	41790	42113	41481	41740	44626	38822	41304	41061	43341	43421	44284	42251	42127	42212	37789	38171	38745	40769	40617	40677	40741	39139	38978	37505	36392	35226	35955	37347	37037	37409	36775	37167	37161	39098	39271	38915	39666	39243	38051	38491	39102	66081	71304	69300	65630	65749	65364	63673	60270	60894	62247	63649	60925	60990	57700	57745	60929	59860	60517	60327	62057	61049	59916	63173	63682	64630	62975	61896	63478	62715	63015	69596	66877	66095	66503	66385	45896	45437	46773	46337	45782	44134	45812	45609	44989	48685	47547	47948	47192	46396	45032	45212	44800	45116	45595	45931	43619	43264	42658	46800	46363	52481	47806	48939	50103	51732	49974	51301	50951	46256	48682	48325	47308	47968	50634	49778	47762	48677	48883	49879	49484	55835	57550	56985	56778	55991	57024	56568	56835	58146	58295	58756	54074	53645	53950	53825	56060	55157	54536	54413	53880	51217	50428	50039	50232	50192	50335	51389	50637	51456	52941	52189	52558	53721	53821	52926	52628	56265	53483	54591	54434	58439	60230	57994	55833	55752	57475	57510	63491	63098	62607	59024	56162
HDAC2	91734	91869	90697	92057	87480	87561	87568	87597	86897	85495	85306	82811	82973	85043	84614	92451	97130	101116	100113	93642	93637	93667	92307	91624	97096	96674	97233	98803	99265	95760	94578	94630	76616	74999	74805	75576	75276	78888	79388	72618	71717	71495	70777	72133	73164	73235	69877	69437	68592	68909	73147	72130	71387	72542	71655	70707	70460	78009	77187	76440	76225	75123	75282	75620	78284	79083	77291	78503	83318	83370	82851	82382	81002	81079	81186	80742	83538	83183	83368	85194	88480	87362	86298	90458	104326	99377	122944	115184	112113	110275	111923	111137	103416	107740	106874	990	726	848	93	10	434	274	287	1249	1494	1407	2182	2148	1909	1937	7617	7848	7572	6947	6953	7447	7764	7617	7336	6491	6164	6301	6378	6870	6659	6501	6297	5821	6025	2799	3131	2995	3569	3581	3541	3823	4020	4204	4469	4607	4966	4860	5485	5165	5317	5539	10703	10475	9904	10021	10627	10439	10445	10359	8257	8597	8750	8825	9836	9580	8850	9078	8972	9206	9512	14141	14221	14382	14569	14329	14312	14520	14592	13879	13714	13997	13796	14087	14138	14108	12330	12107	11854	12188	12402	11311	11957	11629	11313	11716	11538	12151	12239	12214	13072	13384	13043	13114	13164	13190	12814	12507	12562	12718	12961	12707	13007	13113	13032	15268	14820	14936	15911	15710	15716	15755	16840	16767	16991	16891	16874	16781	16389	16465	16051	16047	16369	18791	18641	18094	18628	17941	17307	17748	17723	17534	18441	17668	17692	17556	17735	17620	17576	18778	19288	20320	20333	19752	19938	19747	19216	19263	18884	19167	19034	19184	18538	18744	18640	18760	18665	21740	21906	21672	22439	22047	22403	22501	22685	20327	20410	20142	20204	19967	21108	20789	21037	21183	22013	21671	21458	20901	20705	25691	26298	25714	26076	25233	25767	25631	26458	26473	25990	25940	24550	24743	24901	24995	25339	25001	24305	24676	25369	25339	23704	23541	23394	23637	22826	23202	23183	23334	25439	24615	24059	24510	27434	27096	34903	27961	28071	26916	27435	27374	27887	28660	28316	28027	28023	27672	28242	27252	27016	27558	29000	28818	28668	29228	29084	29264	30015	30002	29360	29463	29195	29369	31886	30488	30447	30832	31187	31434	30033	29400	29805	30627	31127	30854	30455	30287	32193	31827	31036	30943	30381	29429	29033	33523	33483	32613	32713	32695	32923	32512	32628	33225	31379	31442	32156	32003	32030	32338	32437	32237	35776	35908	36181	35863	36381	36369	37037	37194	36631	35197	34810	34854	34634	34952	34316	34511	35007	34305	33942	34395	34239	34848	33624	34132	34288	33914	33575	34997	35455	36358	36276	35817	35522	35549	50917	45784	47891	43394	44423	44284	45983	45952	45565	45748	45000	44427	41697	43197	41739	41324	42234	41684	41050	41444	40899	41723	42305	42069	42265	43384	42681	43072	42663	42976	42058	42625	42680	44506	45049	45142	43672	43740	43524	43585	42220	38357	39985	39741	42583	42377	43100	42580	41884	42004	38648	38553	38798	40432	40717	40523	40488	39563	39405	38962	37999	36930	37530	37995	38005	38448	37782	38236	38416	40192	40158	39888	40242	39828	39915	39794	40299	65895	69443	68652	65197	65160	65573	63852	61546	61662	61538	63222	61520	60944	60452	60414	62815	62305	62918	62598	63265	62455	61767	65313	65778	66691	64486	64043	65070	64354	64557	69536	66918	66433	67373	67664	47491	47170	47814	47486	47229	46159	47312	47465	47078	49439	48464	48658	48641	48061	46291	46357	46189	46429	46573	46858	45678	45152	44590	46741	47726	51242	48483	49007	49827	51931	50142	51303	50937	48636	50301	50040	49332	49817	51429	51127	49473	49987	50112	50758	50311	57225	59070	58433	58318	57751	57854	57478	58022	58947	58896	59045	55670	55141	55147	55099	56710	56257	56481	56319	56055	53724	52657	52579	52468	51717	52043	53046	52302	53083	53474	53312	53443	54315	54580	53973	53758	55749	53541	54249	54303	57549	58786	57968	56108	56412	56865	57267	61619	60438	60425	57214	54810
FOSL2	91005	90697	92311	92132	87442	86660	86360	87760	86486	85473	85240	84094	83010	85088	84441	93449	96817	100412	100154	93744	92938	92781	91130	90888	96263	96811	96591	98783	97514	96758	94463	94829	75919	74946	74173	75639	75171	78979	78223	71891	71362	69802	70192	71770	72408	72328	68698	68954	67962	68172	72221	71841	69967	71287	71853	70203	69359	77237	77769	76694	76372	74009	74590	75356	78499	77854	77046	77389	83777	82889	81673	81542	79833	79562	80678	80307	83262	82170	82295	83854	88340	86880	85908	99880	113581	108794	122935	115464	112661	110732	111627	111367	103500	107152	107135	957	715	827	93	11	431	269	292	1232	1439	1327	2197	2058	1880	1922	7385	7650	7409	6809	6838	7211	7503	7415	7423	6340	6022	6167	6271	6589	6498	6443	6173	5708	5792	2755	3073	2907	3504	3552	3448	3720	3929	4153	4375	4464	4831	4719	5512	5049	5225	5397	10587	10203	9812	9781	10367	10131	10199	10158	7975	8372	8490	8594	9743	9244	8659	8828	8787	8896	9377	13886	13992	14114	14424	13827	13986	14182	14295	13630	13339	13793	13440	13762	13627	13704	12184	12011	11558	11973	12119	11080	11656	11385	11103	11417	11318	11973	12000	11828	12863	12866	12863	12787	12822	12909	12509	12198	12296	12251	12596	12601	12742	12898	12836	14830	14659	14668	15477	15366	15251	15282	16545	16346	16537	16336	16511	16523	16093	16157	15710	15648	15911	18757	18176	17661	18269	17586	17001	17278	17126	17172	18068	17218	17264	16998	17416	17212	17115	18451	19162	20560	19873	19483	19549	19280	18909	18765	18453	18544	18564	18612	18363	18290	18221	18392	18247	21451	21380	20999	21892	21520	21681	21963	22290	19867	19917	19815	19938	19557	20469	20483	20777	20830	21460	21043	20739	20670	20305	24798	25590	25293	25590	24744	25033	25073	25842	25857	25423	25369	24555	24135	24233	24418	25052	24993	24072	24351	25223	25312	23302	22851	22813	22820	22412	22690	22635	22701	24658	24007	23790	24102	26877	26488	34760	27416	27328	26707	26820	26699	27884	28442	27555	27395	27380	27021	27630	26692	26363	26693	28577	28320	28054	28480	28350	28619	29369	29411	28779	29046	28650	28734	31032	29720	29814	30419	30610	30619	29609	28865	29366	30136	30373	30241	29961	29753	32158	31440	30326	30366	30139	29056	28546	32693	32769	32200	31937	31868	32256	31838	32083	32593	30626	31050	31353	31535	31456	31774	31443	31455	34769	35290	35478	35103	35781	35909	36440	36179	35781	34436	34508	34284	33960	34486	33861	34045	34074	33475	33435	33727	33620	34334	32751	33554	33468	33095	32952	34189	35319	36123	36073	34872	34740	34601	50750	45415	47074	43189	43566	43955	45740	44624	44870	45033	44184	43406	40713	42555	41311	40198	41393	40954	40140	40592	40001	41211	41483	41086	41305	43017	42109	42388	42014	42115	41846	42026	42440	43686	44373	44263	42474	43193	42733	43214	41666	38170	39110	38967	42001	41547	42287	41843	41085	40914	38434	37589	37782	39676	39717	40066	39766	38576	38413	37821	37385	36510	36811	37458	37681	37693	37028	37583	37822	39190	39349	39296	39444	38802	39147	39294	39635	73945	69369	68019	63952	63940	64934	63630	60650	61118	61465	62061	60527	60139	59943	59624	62039	61021	61593	61566	61940	61666	61039	64864	65827	66070	64344	62853	64460	63865	63822	68235	66248	65628	66435	66963	46406	45870	46975	46500	46388	45416	46806	46988	46296	48954	47550	48122	48234	48130	45634	45761	45104	45607	46292	46017	45690	44548	44087	46517	48311	50658	47876	47878	48826	50867	49570	50155	49939	47516	50128	49472	48908	49374	50833	50265	48650	49105	49548	50030	49675	56385	58142	57405	57627	56877	57040	56875	57889	58538	58312	58485	54639	54239	54513	54065	55939	55462	55215	55749	55735	52663	52441	52037	51922	50908	51157	52389	52226	52443	53667	52272	52814	53416	53749	53169	52975	54421	52573	53753	53766	57194	57454	58427	56138	55934	55950	56595	60410	59936	59649	56114	53921
LCOR	92468	92057	92132	93771	87665	86884	87256	88200	87861	86564	86160	83937	82868	85403	84514	92930	97726	101608	101410	94005	94062	93644	91920	91389	97317	98107	98365	100209	99253	97892	95514	95914	77433	75956	75251	77153	76780	80683	79635	73903	72503	71331	71384	72874	73443	73468	69226	69063	68438	68506	72913	72219	70723	72056	72179	70339	69901	77515	77973	77159	76473	74782	75174	75524	79209	78971	77522	78717	85099	83921	83050	83093	81102	81222	81721	81063	84150	82887	83358	85530	90249	88305	87559	99921	113712	108656	123832	116213	113583	111351	113471	113189	104316	108963	109005	995	707	845	91	10	431	284	294	1240	1527	1426	2265	2152	1955	1977	7528	7781	7574	6951	6903	7412	7795	7753	7547	6480	6094	6266	6407	6767	6653	6512	6258	5844	5938	2793	3132	3001	3545	3663	3461	3799	4062	4227	4447	4637	4888	4818	5556	5173	5359	5505	10795	10447	9954	10122	10648	10222	10417	10364	8216	8626	8828	8882	9946	9406	8830	9059	8977	9066	9481	14187	14287	14475	14718	13936	14386	14500	14688	13820	13707	14005	13915	13992	14225	14059	12533	12124	11790	12323	12398	11413	11926	11703	11324	11561	11633	12370	12290	12028	13224	13167	13092	13202	13069	13166	12776	12617	12539	12630	12867	12958	13154	13286	13029	15171	14926	14940	15755	15652	15500	15785	16767	16797	17032	16546	16795	16851	16625	16389	16041	15910	16239	18810	18509	18187	18597	17918	17386	17584	17468	17526	18246	17505	17686	17622	17700	17628	17662	19004	19565	20467	20384	19833	19806	19646	19393	19063	18820	19046	18897	18911	18683	18786	18519	18720	18770	21887	21852	21498	22224	21892	22317	22503	22842	20182	20338	20044	20276	20039	20865	20792	21052	21166	21901	21489	21223	21083	20657	25201	25975	25631	25901	25120	25249	25547	26130	26344	26273	25911	24967	24476	24469	24944	25482	25378	24459	25032	25992	25839	23822	23392	23295	23460	22822	22988	23170	23113	25132	24542	24133	24843	27686	27345	35652	27640	27963	27251	27454	27249	28228	28447	27710	27767	27553	27620	28230	26771	26725	27243	29043	28583	28350	29076	28836	29383	30169	29664	29578	29519	29177	29155	31710	30303	30291	31173	31166	31052	30169	29365	29632	30615	30732	30651	30611	30483	32618	32060	30929	31144	30670	29637	28915	33360	33323	32710	32505	32292	32501	32334	32699	33032	30966	31559	31737	32059	32120	32085	32126	31816	34825	35275	35986	35491	36363	36402	37117	36658	36469	34790	35026	34778	34501	35023	34267	34360	34714	34396	33901	34285	34393	34312	32876	33890	33794	33599	33646	35038	35489	36642	36303	35907	35301	35338	52227	46794	48506	43421	44562	44692	46711	45685	45695	46064	45021	44149	40949	42765	42003	41019	42006	41739	40291	41177	40394	41798	42452	41820	41925	43700	42702	42932	42626	42401	42203	42489	43118	44400	45012	44724	42895	43564	42991	43515	42664	38767	40095	40010	42847	42583	43525	42622	41866	41859	38709	38257	38726	40248	40888	40731	40834	39165	39139	38162	37721	36965	37302	38101	38327	38034	37591	38186	38272	39837	39782	39500	39965	39751	39458	39629	40313	74234	70622	69482	65104	65183	65645	64643	60988	61862	62404	63623	61476	61354	60115	59714	62491	61230	61980	61851	63003	62290	61848	65449	66544	66439	64915	63502	64887	64239	64499	69386	67422	66714	67034	67795	46983	46427	47860	47246	46859	45875	47254	47377	46583	49391	48469	48807	48709	48373	46050	46490	45731	46286	46943	46782	45778	44962	44568	47601	48390	51481	48558	49079	49848	51868	50052	51386	50769	47704	50586	50076	49508	49815	51862	50874	49102	49550	50227	50627	50321	57283	58995	58177	58229	57597	57855	57720	58572	59180	59097	59479	55302	54844	55374	55026	56883	56320	55619	56462	55986	52953	52873	52300	52228	51325	51765	52788	52443	52925	54291	53364	53418	54492	54394	53833	53538	55539	53466	54733	54914	57879	59153	59132	56739	56704	57283	57795	62122	61383	60957	57681	55411
ZFX	84604	87480	87442	87665	91337	90155	87419	88422	84107	83963	84745	88282	87516	87751	86265	100189	96825	97997	95397	95319	91906	91302	90747	92044	93045	92456	93515	92850	92614	92728	91015	91524	72447	72389	72103	70862	69428	70670	72521	65825	67774	68290	70209	69589	70259	70568	70211	73553	71734	71548	74126	72736	72423	72021	74406	74491	73737	81908	81654	79840	81642	74835	76424	78563	79145	77551	75786	76537	76927	77323	76791	75319	75001	75644	79788	79591	82308	82902	81125	80136	80718	80855	79789	94935	106737	109827	121217	115351	110931	111368	105333	103684	101872	101614	100573	991	773	877	98	12	421	238	267	1286	1572	1444	2286	2074	2007	2050	7992	8240	7959	7064	7402	7369	7234	6543	7033	6867	6466	6755	6709	7018	6905	6704	6347	6145	6059	2974	3274	3055	3743	3702	3773	3911	3950	4310	4728	4805	5202	5127	5336	5433	5470	5611	9011	10615	10537	10236	10968	10999	10815	10707	8586	8732	8632	8744	10386	10266	9194	9470	9441	9986	9944	13915	14517	15191	14986	14817	14571	14547	14226	14762	14306	14809	14007	14546	14219	14301	12141	11997	11930	11684	11866	11080	12165	11860	11809	11978	11758	12294	12692	12798	13322	13485	13789	13786	13502	13554	13427	12982	12999	13098	13322	12772	12871	13107	13140	15642	15648	15454	15814	16466	16019	16088	16900	16325	16046	17536	17203	17607	17005	16757	16833	17134	17230	16628	18069	17815	18605	17801	17503	17934	18495	18086	17791	17519	17517	17341	17474	16911	17173	17514	17783	18117	19039	20171	20559	19857	19432	20235	19563	19562	19805	20033	19006	19412	19584	19248	19061	22491	22560	22583	23407	23334	23200	22423	23058	21291	21438	21169	20913	21058	21971	22167	22208	21959	21366	21265	21285	20997	21179	27068	27125	26900	27004	26913	27272	27178	27548	27315	25223	25662	25803	25893	26106	25537	26843	26704	24300	23263	24324	24297	25086	24918	23888	23941	24012	24764	24374	24288	24599	24532	24609	20598	23057	24212	31043	28726	27187	27028	27065	27609	29560	30319	30569	29705	29385	28504	28549	29159	28479	28187	30876	30288	30309	28881	29570	29234	29651	30760	29946	29717	30361	30338	31247	32080	32198	31923	32032	31989	31235	31336	31167	30358	31485	31250	31250	30661	29337	29390	29432	28190	27865	28395	27835	34174	34342	34260	34264	34486	34286	33754	33811	33022	33309	33450	33548	33083	32846	33001	32441	32965	38554	37852	37312	36466	36755	37275	36719	36734	35615	37358	36824	36037	36499	36057	36111	36271	34528	33875	34507	34649	34259	36612	35550	36321	35783	35569	35088	33641	33791	35400	36491	34339	36003	35042	44009	39510	41069	41237	40982	41612	42479	42646	43204	44452	43385	43635	43850	43282	40731	41185	41767	41646	43151	42353	41733	43254	42467	42299	42812	43531	43533	43268	44006	44645	44941	45182	44707	45206	45792	46495	45581	45997	46737	46624	34667	35903	35017	34555	38963	37868	37982	40591	39419	39186	38950	37400	36846	38048	38533	38310	38233	37647	38219	40345	40130	39461	39324	37572	38567	38932	38777	39036	39300	40538	40404	40366	39697	39339	42286	40927	41393	68233	63270	64068	60619	60607	63080	61484	61821	60726	57908	58959	59322	58327	64473	64188	64898	65295	65054	65322	63141	62663	63058	67848	68750	68621	64887	66102	66072	65900	65589	65702	64097	64633	66816	67310	48871	48424	48020	47909	48356	48811	48928	50077	49979	49132	48228	48671	50194	50538	46925	46655	47035	47322	46984	46574	49150	48090	47342	44980	48993	46403	47221	46776	46978	49436	48685	48371	48672	52447	51962	52178	52248	51883	50595	51600	51078	50895	50398	50187	49774	58458	59931	59105	59709	59139	57237	57062	58356	58325	57259	57048	56290	56052	55656	54943	55292	56241	58053	58427	58662	56854	55837	56147	56017	53103	53367	54660	54540	54298	53253	53220	53408	53116	54106	53767	53701	51776	50605	51193	51235	52605	52299	55466	54331	54860	52723	53791	53516	51974	52782	49767	49060
