proteins	coph	avg_shufcophs	coph_enrichment	t_coph	p_coph	SNR	avg_shufSNRs	SNR_enrichment	t_snr	p_snr
['FOXO4', 'EP300', 'SMAD4', 'TP53', 'FOXO1']	1572.4671234783411	1475.3856637377157	1.065800734090557	-3.018055308674836	0.9983826374329737	1.5331817656219673	1.005597385767371	1.5246477241505523	-25.793887298514285	4.933656575296892e-46
['ARID4B', 'ARID4A', 'HDAC1', 'HDAC2', 'SAP130']	651.1741537118089	1487.6428186806909	0.43772211012943263	25.073879553041834	5.628490836381907e-45	1.5246185511374755	0.9861125879568229	1.5460897363620625	-25.641917661836253	8.21261081849514e-46
['ARID4A', 'HDAC1', 'HDAC2', 'SAP130', 'ARID4B']	651.1741537118089	1487.6428186806909	0.43772211012943263	25.073879553041834	5.628490836381907e-45	1.5246185511374752	0.9861125879568229	1.5460897363620623	-25.641917661836246	8.212610818495256e-46
['SAP130', 'ARID4A', 'HDAC1', 'HDAC2', 'ARID4B']	651.1741537118089	1487.6428186806909	0.43772211012943263	25.073879553041834	5.628490836381907e-45	1.5246185511374752	0.9861125879568229	1.5460897363620623	-25.641917661836242	8.212610818495256e-46
['E2F4', 'TFDP2', 'LIN54', 'DNMT1', 'E2F5', 'E2F1', 'SMAD3', 'EP300', 'HDAC1', 'SMAD4', 'TFDP1']	1548.5732661828915	1532.4750290367595	1.0105047304791979	-0.9956388092099747	0.8390735001447803	1.5149286512109144	0.9932595454135358	1.5252092549286156	-48.998594509888676	1.5764826716871734e-71
['NFKBIZ', 'RELA', 'NFKB2']	637.573511213203	1468.3428715450445	0.4342129645389463	16.742142756499426	6.1730305707115285e-31	1.513710269115524	1.012212033709676	1.4954478100481547	-15.781370724160553	4.42138344103295e-29
['DR1', 'TBP', 'DRAP1', 'YEATS2', 'ZZZ3']	1620.560521335833	1481.068097946912	1.0941836662218898	-4.702207728474091	0.9999958296431014	1.5069079681317183	1.0270564005595155	1.4672105322656004	-23.171367618333864	4.5054027053286125e-42
['ESRRA', 'PPARG']	2289.425738652365	1533.2834537990825	1.4931523150398291	-10.486076157475372	1.0	1.5049671261750752	1.016569974334113	1.4804363341154931	-8.571024127040376	7.067319731363235e-14
['ATF2', 'JUN', 'ATF4', 'DMAP1', 'ATF1', 'YEATS4', 'CREB1', 'PHF20', 'JUNB', 'KAT8', 'EP300', 'JUND', 'CREB3']	1566.4852398347057	1525.9530316165014	1.0265618976327646	-2.6443823870702747	0.995241121000541	1.4884019865211515	0.9830429779951464	1.514076210133409	-48.30154813110367	6.155077799101349e-71
['MEF2A', 'EP300', 'MEF2D', 'NFATC3', 'HDAC1']	1821.198940795083	1507.3633057154968	1.2082017214361063	-10.663818635310845	1.0	1.4831318018766813	0.9963857997396341	1.4885115808196372	-27.818482628267553	6.8324527342031974e-49
['KMT2A', 'TAF1', 'PHF8', 'MGA', 'CREB1', 'PHF20', 'KAT8', 'MAX', 'KMT2B']	1399.3155769075377	1547.7234642163703	0.9041121422915345	8.677823008266687	4.148667074223686e-14	1.4802818870168115	0.999282550535969	1.4813446769613425	-33.98367691032754	1.0954238138467385e-56
['SIX4', 'KDM6A']	328.41074859514185	1570.5604254829168	0.20910417916213694	16.872186950248896	3.4939030190846533e-31	1.4700261237025027	0.9983047977928905	1.4725223468348754	-10.209241465300579	1.9129007441585185e-17
['NFATC3', 'MEF2D', 'SRF', 'MEF2A', 'GATA4']	1619.7236280492275	1508.7259378104995	1.0735704792083116	-3.7141215318690377	0.9998312738364106	1.4588461733702975	0.9798128196561967	1.4889029252364623	-28.29539160455282	1.5296032540346924e-49
['EGR1', 'PITX1', 'PPARG', 'JUNB', 'SP1', 'JUND']	1429.925462586984	1465.6929765776738	0.975596857894342	1.2204776753333355	0.11259146619681043	1.4550692860572934	1.0251578570642592	1.4193611998684474	-22.325223281580044	9.971049672359008e-41
['ZFP36L2', 'ZFP36L1']	1207.686981646559	1317.8698876659355	0.916393183385865	1.338670106401307	0.09187205715122385	1.452325470747704	1.0405391355874605	1.3957432460507697	-6.955279694154434	1.915679443557101e-10
['ZFP36L1', 'ZFP36L2']	1207.686981646559	1317.8698876659355	0.916393183385865	1.338670106401307	0.09187205715122385	1.452325470747704	1.0405391355874605	1.3957432460507697	-6.955279694154434	1.915679443557101e-10
['ELK1', 'SRF']	398.41384764643226	1540.9840871905617	0.2585450758111323	14.640866444843944	8.177378881712561e-27	1.4511796311604694	1.0468750147992119	1.3862014191243281	-5.275646619325719	3.901357163112575e-07
['SRF', 'ELK1']	398.41384764643226	1540.9840871905617	0.2585450758111323	14.640866444843944	8.177378881712561e-27	1.4511796311604694	1.0468750147992119	1.3862014191243281	-5.275646619325719	3.901357163112575e-07
['TGIF2', 'HDAC1']	2289.425738652365	1518.4862054550424	1.5077026912906966	-9.730982581537134	0.9999999999999998	1.4496882570576282	1.0313084761917235	1.40567860201328	-6.499939331041728	1.6373958018197064e-09
['USF2', 'EP300', 'BRCA1', 'MED1', 'SP1', 'USF1']	1443.7300429115705	1477.3744314376245	0.9772269048318951	1.2684240694723472	0.10381057169487584	1.4411383507320483	1.0099803055112666	1.4268974779686652	-18.985152583031482	4.5427994574176895e-35
['ATF6', 'XBP1', 'ATF5']	776.4492762194146	1564.5159508523031	0.4962872227646049	16.85483442818961	3.769124837966211e-31	1.4339327306981406	0.9410869302459257	1.523698485881027	-17.247868060931967	6.830608736649528e-32
['DMAP1', 'ATF2', 'DNMT1', 'HDAC2', 'YEATS4', 'PHF20', 'KAT8', 'YEATS2']	1531.5057711495504	1535.399298355642	0.9974641598375996	0.20333255575079937	0.4196462286167252	1.4165573962990343	0.9924417695445142	1.427345603308464	-32.12544636461347	1.8120742456001054e-54
['IRF1', 'JUN']	2289.425738652365	1506.8666515084176	1.5193286919984479	-9.961527666989841	0.9999999999999999	1.4090400366189848	0.9381111871603625	1.5019968377992714	-11.012552417183993	3.4291355565430705e-19
['MED8', 'ZC3H13', 'MED13', 'TAF1', 'MED1', 'TBP']	1450.3533463635397	1471.5913974227908	0.9855679700924825	0.7834832312472108	0.2176068878688675	1.3755595824279876	1.0272697483932236	1.3390441844311411	-22.35087249121987	9.067031481266106e-41
['KDM2A', 'RELA']	2289.425738652365	1454.4395007817484	1.5740948574497728	-10.865140407680872	1.0	1.366837376225134	1.0647658145050385	1.2836976522020618	-2.9183615534503695	0.0021777115882288703
['NFKB2', 'ETS1', 'RELA', 'REL', 'BCL3', 'NFKBIZ']	959.8098495283521	1480.193310330499	0.6484354731437375	18.124182951389738	1.6263707718855813e-33	1.3570236681501668	1.0073687765126023	1.3470972098698857	-19.122146800436116	2.5928408356961036e-35
['ETS1', 'FOXO1', 'SRF', 'STAT5B', 'EP300', 'TP53', 'NFKB2']	1521.5501854966233	1514.3386497311928	1.0047621684665518	-0.31866488106322094	0.6246740146525935	1.3548366423962421	0.9810020950898722	1.3810741579222845	-25.220203336636946	3.41778501415255e-45
['KDM1A', 'SNAI1', 'ARNTL', 'PHF21A', 'RREB1', 'DNMT1', 'KDM5B', 'HDAC2', 'GATAD2A', 'HMG20B', 'ZNF217', 'RCOR2', 'GFI1', 'MTA1', 'HDAC1', 'ZMYM2', 'MYC']	1581.420748144933	1512.7333396818635	1.045406157622939	-5.2449019901132115	0.9999995554318325	1.3535965538190242	1.001622671750716	1.3514036692611004	-45.02580655955427	4.769045996077728e-68
['IRF2', 'IRF1']	737.8061023661996	1456.4532094161193	0.5065772780039945	9.10899916741681	4.797721895251903e-15	1.3470720997276473	0.9475399600887486	1.4216520215163038	-6.691559980492846	6.677100862536354e-10
['XBP1', 'FOXO1', 'ATF6']	1802.9647667482288	1523.2328092415569	1.1836436005117006	-5.966391399352018	0.9999999811149275	1.3316211880009885	0.9848536774392183	1.3521005388977405	-10.223707231361326	1.778936804045441e-17
['FOXO1', 'ETS1', 'HNF4A', 'CEBPA', 'XBP1', 'CREB1', 'SMAD3', 'EP300', 'SMAD4', 'FOXO4']	1643.0243208950376	1507.9507452065282	1.0895742623675748	-6.6580588504514	0.9999999992184118	1.3275954109265864	0.9892167583014756	1.3420672464204109	-27.21698884755289	4.643093346613896e-48
['MED1', 'USF1', 'EP300', 'ZC3H13', 'HNF4A', 'MED13', 'RARA', 'TAF1', 'MED8', 'THRA', 'PPARG', 'SP1', 'NR1H2', 'TBP', 'USF2', 'JUN', 'TP53', 'RXRA']	1361.8965106447	1483.903191334408	0.9177798919753027	10.346815336141466	9.591829933558733e-18	1.3252496309067339	1.012812843521003	1.3084842272532375	-36.9807451934189	4.663741306099999e-60
['TARDBP', 'NONO', 'SFPQ']	268.8006925748245	1546.3547405146282	0.17382860836017963	27.174228945770295	5.3273014702743856e-48	1.3194625847845316	0.9935860074829966	1.3279802401073082	-11.407857277648791	4.79346919887453e-20
['CREB3', 'ATF4', 'ATF2', 'ATF1', 'CREB1', 'EP300', 'NR0B2']	1709.6002619262467	1536.530886088841	1.1126364444765213	-7.895335880491848	0.9999999999979904	1.307517194177948	0.986872860315977	1.3249094658042446	-20.17325957429935	3.78801748840508e-37
['KLF6', 'TP53']	830.0428229399563	1476.4914232000626	0.5621724650055665	8.328893380610289	2.3571282438046184e-13	1.3037322285147095	1.0418436744963828	1.251370297127274	-4.33868150884512	1.7291215921394965e-05
['PBX3', 'HOXA9', 'MEIS2']	937.9292703131833	1429.4142955374582	0.6561633483317886	9.112698018096557	4.709581604801979e-15	1.3011428600873653	1.0340191579554978	1.2583353510200281	-7.223096876627186	5.3106107420305765e-11
['ZNF143', 'POU2F1', 'SP1']	230.28394692184966	1413.9212340430986	0.16286900668671211	24.86465669504868	1.1528639623610755e-44	1.293725000314102	1.0455381148549656	1.2373771763390609	-7.347587377148748	2.911744724823566e-11
['NR0B2', 'HNF4A', 'PPARG', 'CREB3', 'RARA']	1643.5398074774216	1557.748872906479	1.055073661784054	-3.5969995802517625	0.9997478142475742	1.2849635140976488	1.002785430961504	1.2813942787995862	-14.705192458371167	6.066162673415508e-27
['WIZ', 'ZNF644']	2289.425738652365	1569.986256582996	1.4582457197015193	-9.594784222444614	0.9999999999999996	1.2790962283089375	1.0024458474002353	1.275975387225328	-4.977746467485818	1.3602346044174774e-06
['ZNF644', 'WIZ']	2289.425738652365	1569.986256582996	1.4582457197015193	-9.594784222444614	0.9999999999999996	1.2790962283089375	1.0024458474002353	1.275975387225328	-4.977746467485818	1.3602346044174774e-06
['ATF5', 'ATF6']	830.0428229399563	1568.2718218526434	0.5292722928346717	9.621843681360335	3.6563715005132165e-16	1.2767384368867418	0.9938372040619774	1.2846555066247272	-6.047637046736119	1.3084640770459713e-08
['REL', 'RELA', 'BCL3', 'NFKB2']	957.2147112588399	1451.9796538118078	0.65924801958892	11.84016693111139	5.639304986681328e-21	1.2648978825974146	1.003513372874017	1.2604693836563474	-9.004479679656082	8.100090591120961e-15
['RBPJ', 'SPEN', 'HDAC2', 'EP300', 'HDAC1', 'TP53']	1741.6166568897868	1518.2752648989326	1.147102042135766	-8.614549142243455	0.9999999999999432	1.2647401969731178	0.9791726096382208	1.291641723352951	-18.63453713033595	1.9286813864622962e-34
['MGA', 'TAF1', 'PHF20', 'KMT2A', 'KAT8', 'MAX', 'TFDP1']	1490.1695400007557	1540.8865560370732	0.9670858209271719	2.1607269918421346	0.016564462487480447	1.263220332550156	0.9992403821041055	1.2641806267778997	-15.771332323797184	4.6260157196942766e-29
['PIN1', 'TP53', 'MYC']	937.9292703131833	1429.3011579288432	0.6562152875271634	9.36619384691746	1.3202623213303722e-15	1.2604923762452576	1.0672493213929537	1.1810664583980122	-3.816962911547119	0.00011774867488633224
['KAT8', 'DMAP1', 'TAF1', 'ATF2', 'YEATS4', 'MGA', 'PHF20', 'KMT2A', 'MAX']	1361.0684967142672	1518.1789322560335	0.8965138876559839	8.276482815905021	3.0572730799641643e-13	1.259786313443686	1.000317032213019	1.2593870471810706	-18.91436597057515	6.075246083916687e-35
['MAX', 'TAF1', 'MGA', 'PHF20', 'KMT2A', 'KAT8', 'MXD1', 'TFDP1', 'MYC']	1373.196391843295	1537.9400450010025	0.8928803150075982	8.928023684711237	1.187809171883981e-14	1.248112778885841	0.9872539152322659	1.264226719822331	-20.44169100624352	1.3152927825725939e-37
['CEBPA', 'FOXO1', 'E2F1', 'SMAD3', 'HDAC1', 'CBX5', 'TP53']	1689.6502637201793	1491.0795030171657	1.1331724836276067	-8.894115641864792	0.9999999999999859	1.248047198500053	1.021331188144909	1.2219808941377173	-13.214934549788714	6.935797761883196e-24
['CBX5', 'TP53']	737.8061023661996	1354.0435331542792	0.5448909760290065	7.975536610393094	1.353980263730091e-12	1.243066865229577	1.0051862396458906	1.2366532849350262	-5.377366856223231	2.5256530747117797e-07
['SFPQ', 'NONO']	304.3865269794901	1573.7613619394415	0.19341339439441832	17.043404531313936	1.6568534689328296e-31	1.2244685879363926	0.9430597923155976	1.298399738716271	-6.323433646856713	3.709874499636929e-09
['NONO', 'SFPQ']	304.3865269794901	1573.7613619394415	0.19341339439441832	17.043404531313936	1.6568534689328296e-31	1.2244685879363926	0.9430597923155976	1.298399738716271	-6.323433646856713	3.709874499636929e-09
['CREB1', 'RELA', 'KMT2A', 'JUND', 'TP53', 'ATF4', 'FOXO1', 'ATF2', 'RFXAP', 'CREB3', 'RFXANK', 'TCF12', 'ATF1', 'MEIS1', 'SMAD3', 'SRF', 'EP300', 'JUN']	1615.9365604822983	1523.5870544076474	1.0606132126204992	-7.7255354398639735	0.9999999999953758	1.2167614530949455	0.9911861128646962	1.227581215376695	-28.981269485517885	1.8392917455519841e-50
['IRF1', 'IRF2', 'EP300', 'HDAC1', 'JUN']	1805.457386607111	1465.6927774733051	1.231811614518237	-10.044788566194306	1.0	1.211752622432244	1.0004028307420239	1.2112646877792785	-11.938487367215211	3.4728773295655554e-21
['PHF20', 'DMAP1', 'TAF1', 'ATF2', 'YEATS4', 'MGA', 'KMT2A', 'KAT8', 'MAX', 'TP53']	1324.7732267206306	1518.1810353561318	0.8726055693416485	10.833342321603084	8.391108478100922e-19	1.2047539490072248	0.9957026697069381	1.2099535189172648	-17.17772960755771	9.251419614384109e-32
['E2F1', 'TFDP2', 'BRD4', 'CEBPA', 'E2F2', 'E2F4', 'DNMT1', 'SP1', 'EP300', 'HDAC1', 'TP53', 'TFDP1', 'MYC']	1481.4461075346262	1519.2239699827123	0.9751334476058089	2.527822273450296	0.006529484185852117	1.200869246028139	0.9884419736518035	1.2149112219420648	-22.67574053153368	2.7379259891356296e-41
['SPEN', 'RBPJ']	737.8061023661996	1451.6329365433862	0.5082594117236388	8.64647924720949	4.851092145342047e-14	1.1997791348757034	1.0231474667994476	1.1726355914546562	-2.117971584370556	0.018340893958748272
['SMAD7', 'EP300', 'SMAD4', 'SMAD3', 'SMAD9']	1821.198940795083	1466.8518430262902	1.2415697941502617	-11.497366374937108	1.0	1.1962365172198037	1.0154067881941191	1.178085995807933	-8.537006080961088	8.37281511108695e-14
['STAT6', 'STAT5B', 'NCOA1', 'IRF9']	1481.0379412475722	1473.3352610386705	1.0052280566498297	-0.19740574755218107	0.5780426147474598	1.1945617229880074	0.9671432211744717	1.2351445957894065	-9.145994788445766	3.985498919146576e-15
['STAT5B', 'STAT6', 'ETS1', 'IRF9']	940.168562744669	1558.0351465469307	0.6034321913907796	19.924427451321733	1.0177041598144685e-36	1.1909487787585913	0.9321900729832504	1.2775814860881813	-10.669461914381882	1.9044976435105025e-18
['HDAC1', 'SNAI1', 'RELA', 'ZBTB7A', 'E2F4', 'HDAC2', 'ATF3', 'SOX6', 'E2F5', 'E2F1', 'TGIF2', 'GATAD2A', 'SMAD4', 'TP53', 'RARA', 'BRCA1', 'KDM5B', 'MEF2A', 'TCF7L2', 'IRF1', 'HMG20B', 'GFI1', 'KDM1A', 'ARID4A', 'BAZ2A', 'SAP130', 'MYC', 'CEBPA', 'BRD4', 'BCL3', 'GATAD2B', 'ZNF217', 'RBPJ', 'SMAD3', 'SP1', 'DNMT3B', 'RERE', 'BCL6', 'PHF21A', 'DNMT1', 'MTA1', 'EP300', 'JUN', 'ZMYM2', 'ARID4B']	1563.4829023644925	1505.5886715726353	1.038452886824251	-8.31679623858551	0.9999999999997496	1.1880774522187147	0.9974847640997324	1.1910732824987051	-37.279587681411954	2.2163670506745018e-60
['EP300', 'ETS1', 'RELA', 'HDAC1', 'TEAD4', 'E2F4', 'NCOA2', 'CREB1', 'E2F1', 'TBP', 'SMAD7', 'SMAD4', 'NFYA', 'TP53', 'ARNTL', 'ATF4', 'GATA4', 'FOXO1', 'BRCA1', 'FOXA1', 'ATF2', 'MEF2A', 'TCF7L2', 'IRF1', 'THRA', 'MEF2D', 'CREB3', 'RXRA', 'MYC', 'TCF7', 'TCF12', 'BRD4', 'RBPJ', 'HNF1A', 'CBFB', 'MED1', 'SP1', 'SMAD3', 'NCOA1', 'USF2', 'USF1', 'RERE', 'FOXO4', 'HNF4A', 'TCF3', 'POU2F1', 'PPARG', 'CTCF', 'NFYB', 'JUN']	1560.0687694909493	1507.089138081554	1.0351536150521499	-7.744727396029044	0.9999999999957907	1.1756834719918385	1.0003702314540321	1.1752483580833764	-39.603745572647526	8.077136730415823e-63
['JARID2', 'MTF2', 'EED']	1802.9647667482288	1525.9975697655034	1.181499107515149	-6.028610337627529	0.9999999857386167	1.1724920229972862	1.0039660658629868	1.1678602124758453	-5.542861925088654	1.2342638990080434e-07
['ARNT2', 'AHR']	830.0428229399563	1445.4321386533586	0.5742523642190966	8.155045344147606	5.579711764640384e-13	1.163809506897583	1.0098647417024944	1.1524409743581685	-3.043075130944544	0.0014994064605394395
['ARNTL', 'EP300', 'AHR', 'KDM1A']	1911.4148922351226	1498.1116625804393	1.2758827929707086	-10.510114095382065	1.0	1.1613282034652004	1.0001908353286808	1.1611066233011094	-7.9878683846214535	1.274130075950487e-12
['SALL1', 'TERF1']	1207.686981646559	1563.856024439687	0.7722494671971228	4.86589378586619	2.1525401424528385e-06	1.1439771856750243	0.9191597437667183	1.2445901742682983	-4.826836877816153	2.5233435118749194e-06
['TERF1', 'SALL1']	1207.686981646559	1563.856024439687	0.7722494671971228	4.86589378586619	2.1525401424528385e-06	1.1439771856750243	0.9191597437667183	1.2445901742682983	-4.826836877816153	2.5233435118749194e-06
['HDAC2', 'SNAI1', 'RELA', 'GATAD2A', 'TP53', 'DMAP1', 'BRCA1', 'HMG20B', 'KDM1A', 'ARID4A', 'SAP130', 'GATAD2B', 'ZNF217', 'RBPJ', 'DNMT3B', 'RERE', 'PHF21A', 'EED', 'DNMT1', 'CBX2', 'HMG20A', 'MTA1', 'HDAC1', 'ZMYM2', 'ARID4B']	1606.4567038174712	1501.5712778386858	1.0698504476788835	-10.524457554248965	1.0	1.1434892799727656	1.0025491529529482	1.1405817626045434	-22.542066269961527	4.474972234793435e-41
['GTF3A', 'TBP']	2289.425738652365	1468.6246050425689	1.5588910404956784	-10.19835457584488	1.0	1.139522335326243	1.0960468263166268	1.039665740519244	-0.6446249950510448	0.2603305717208608
['BCL3', 'RELA', 'HDAC1', 'NFKB2', 'REL']	1490.0991222162497	1432.5274489740157	1.040188879650067	-1.7472064832542558	0.9581487457035559	1.1357101073579448	1.0196366612727257	1.1138380469179427	-5.442900235443045	1.9044886643574893e-07
['SMAD3', 'SNAI1', 'SMAD1', 'RELA', 'TEAD4', 'E2F4', 'ATF3', 'E2F5', 'CREB1', 'SMAD7', 'SMAD4', 'TP53', 'SMAD9', 'SKIL', 'FOXO1', 'BRCA1', 'MYC', 'CEBPA', 'CEBPD', 'SP1', 'PAX8', 'HNF4A', 'PPARG', 'EP300', 'HDAC1', 'JUN']	1567.0102551511393	1504.4327011374482	1.0415954492124362	-6.372551168841697	0.9999999970428105	1.1314920133666289	1.0006367750010168	1.1307719660467996	-20.309773855407155	2.2096063071364874e-37
['IRF9', 'STAT5B', 'STAT6']	672.6501438427791	1533.1693267752164	0.4387318035233553	19.0383192548802	3.6532900304690594e-35	1.1245113581799273	0.9440718987932254	1.191128937973211	-5.812548899047379	3.761342934914422e-08
['TBP', 'SNAPC5', 'EP300', 'SNAPC4', 'TAF1', 'GTF3A', 'MED8', 'MYC', 'MED1', 'SP1', 'UBTF', 'BRF2', 'DR1', 'TP53', 'DRAP1', 'SNAPC2']	1632.5288165536974	1495.20674349172	1.0918415287114693	-10.025413442961177	1.0	1.1229471183180735	1.0095623016084339	1.1123108663318697	-13.2662294887474	5.42069974411008e-24
['HOXA9', 'PBX3', 'MEIS1']	1028.2120486904832	1558.2278049740767	0.6598599032877539	11.84005787268991	5.642340549293832e-21	1.1206611144797263	0.9784637588086951	1.1453271563620917	-4.76019543640932	3.304031373251808e-06
['GFI1', 'HDAC1', 'KDM1A']	1112.980777936351	1456.4503485647695	0.764173512013723	6.886903625773605	2.651921235113731e-10	1.1197509060931188	1.0166921634502681	1.101366712902663	-2.9937362061419317	0.001740188244243207
['TCF12', 'EP300', 'CREB1', 'TCF3']	1752.2782281756306	1510.1737078375766	1.1603156769857452	-6.8650155570689115	0.9999999997057745	1.1110876281912874	0.9956492082627507	1.1159428631796517	-4.450373001572	1.1249532162766938e-05
['AFF4', 'ZC3H8']	737.8061023661996	1486.5226656563061	0.4963302070072743	10.13955998422306	2.713986944487361e-17	1.0993174599370255	1.0271954692357539	1.0702125280545982	-1.4315341469205642	0.07771331243679319
['ZC3H8', 'AFF4']	737.8061023661996	1486.5226656563061	0.4963302070072743	10.13955998422306	2.713986944487361e-17	1.0993174599370255	1.0271954692357539	1.0702125280545982	-1.4315341469205642	0.07771331243679319
['SNAI1', 'DNMT1', 'HDAC2', 'KDM1A', 'SMAD3', 'HDAC1', 'SMAD4', 'TP53']	1671.0164203038223	1507.3706418143413	1.108563729417278	-7.073922258133091	0.9999999998912946	1.0992977284235286	0.997397856475629	1.1021657218193446	-6.943300917128758	2.0281376343748466e-10
['SMAD4', 'SNAI1', 'SKIL', 'SMAD1', 'HNF4A', 'FOXO1', 'CEBPD', 'HDAC1', 'E2F4', 'FOXO4', 'E2F5', 'SMAD3', 'SP1', 'EP300', 'SMAD7', 'JUN', 'SMAD9']	1568.1748235912912	1487.9593240677373	1.0539097394841839	-6.125493764089056	0.9999999908120174	1.0871533798135884	1.0042007957364703	1.0826055749301429	-10.845002063320157	7.916137452907121e-19
['RELA', 'KDM2A', 'BRD4', 'REL', 'BRCA1', 'BCL3', 'HDAC2', 'NFKBIZ', 'CREB1', 'PPARG', 'SMAD3', 'SP1', 'EP300', 'HDAC1', 'JUN', 'TP53', 'NFKB2']	1648.0882835089403	1490.9120978807402	1.1054228387116976	-11.485890059598638	1.0	1.0838225523311698	1.005281236609064	1.0781286995736985	-9.153328023666822	3.8416097793002975e-15
['SP1', 'JUN', 'EP300', 'RELA', 'ZNF143', 'NCOA1', 'USF1', 'HDAC1', 'POU2F1', 'E2F1', 'EGR1', 'MED1', 'SMAD3', 'TBP', 'USF2', 'NFYA', 'SMAD4', 'TP53', 'MYC']	1457.5007131731895	1482.217828867105	0.9833242353367133	1.8234485376140777	0.035626447178606066	1.0759010362208457	1.0120431012574977	1.063098038891824	-7.747421558263394	4.154089519931202e-12
['EED', 'MTF2', 'DNMT1', 'HDAC2', 'CBX2', 'JARID2', 'DNMT3B']	1667.689027623484	1515.1451859754961	1.1006793560511334	-6.105459201909554	0.9999999899351603	1.065144619364511	0.9973160061185893	1.06801115476919	-3.9803600497812863	6.564143202254407e-05
['BRD4', 'RELA', 'E2F1', 'EP300', 'HDAC1', 'TP53']	1549.3275874684691	1501.0270675853662	1.0321783137200862	-1.8392840114705449	0.9655647791374344	1.0648031028990743	1.0285534855229155	1.0352432983664719	-1.969154091191256	0.025865338183902273
['BRCA1', 'RELA', 'TOPORS', 'STAG1', 'NCOA2', 'HDAC2', 'POU2F1', 'CBX2', 'ZNF350', 'SMAD3', 'EP300', 'USF2', 'HDAC1', 'TP53', 'MYC']	1671.109105183211	1506.3352590020422	1.1093872331517571	-11.174367566342053	1.0	1.0518444609746855	0.9985700457660865	1.053350704274058	-5.277732577670842	3.866884308747975e-07
['TP53', 'SNAI1', 'ETS1', 'RELA', 'HDAC2', 'ATF3', 'E2F1', 'CREB1', 'TBP', 'TOPORS', 'BRCA1', 'TFDP1', 'MYC', 'CEBPA', 'BRD4', 'TAF1', 'PIN1', 'RBPJ', 'PHF20', 'MED1', 'NCOA1', 'SP1', 'SMAD3', 'FOXO4', 'DNMT1', 'KLF6', 'EP300', 'HDAC1', 'JUN']	1593.804545579228	1501.5144237501545	1.0614646921596473	-9.304730004337856	0.9999999999999982	1.0506270050819708	1.0052497675314216	1.0451402616704717	-7.250020557453473	4.66446235285912e-11
['ZNF350', 'BRCA1']	1207.686981646559	1552.2154755891802	0.778040807245626	4.535042268700415	8.086572022602327e-06	1.044620244665329	1.0135405752944904	1.0306644550089257	-0.7340907739774859	0.2323142425052817
['SRF', 'ETS1', 'NFATC3', 'GATA4', 'ELK1', 'CREB1', 'MEF2D']	1572.1225980430668	1558.8516728170962	1.008513270029077	-0.6258367513950399	0.7335688959808808	1.0403908749240278	0.9490634199062876	1.096229032857212	-7.082977112370826	1.0409268310626129e-10
['CBX2', 'HDAC2', 'EED', 'BRCA1']	1974.3555853528899	1500.7680944812175	1.315563405574251	-13.62695255192156	1.0	1.0338128720725943	0.9817226038453151	1.0530600681121598	-2.4940150350391015	0.007143660071236716
['BAZ2A', 'DNMT3B', 'DNMT1', 'HDAC1']	1417.3089504337033	1474.903770954654	0.9609501164379887	1.3737306613193907	0.08631398499210025	1.0298569773055917	0.9895862844128531	1.040694473566428	-1.5409047643952931	0.06326518314244388
['MYC', 'EP300', 'MXD1', 'BRCA1', 'PIN1', 'KDM5B', 'E2F1', 'KDM1A', 'SMAD3', 'SP1', 'TBP', 'HDAC1', 'MAX', 'TP53']	1567.6950913128244	1496.905000135124	1.0472909711513492	-5.108201644307075	0.9999992091440192	1.0247775040062368	0.9999802786312757	1.0247977144198306	-3.136144840251029	0.0011270986221031494
['SMAD1', 'SMAD4', 'SMAD3', 'SMAD9']	1498.084089761743	1560.214312373493	0.9601784049030843	2.0305331659536714	0.02249199931191658	1.0212666740452656	0.98737300811762	1.0343271141189714	-1.1995291892166589	0.11659259842621425
['DNMT1', 'SNAI1', 'NR2C2', 'DMAP1', 'EED', 'HDAC1', 'E2F4', 'BAZ2A', 'HDAC2', 'E2F1', 'KDM1A', 'DNMT3B', 'CBX5', 'TP53']	1432.0577091053256	1503.8609923227136	0.952254042372302	4.815450901696782	2.6426605882938263e-06	1.0166465192912881	1.0019598884067071	1.014657903030365	-1.3161932252106578	0.09557426834844601
['MTF2', 'JARID2', 'LCOR', 'EED']	1911.4148922351226	1553.356498706213	1.2305062577889465	-11.011756187547737	1.0	1.0082058859125635	0.9980187821942614	1.0102073266556213	-0.48233786745799734	0.315315344286863
['TAF1', 'JUN', 'MED8', 'MGA', 'PHF20', 'MED1', 'KMT2A', 'KAT8', 'TBP', 'MAX', 'TP53']	1611.1944448020902	1515.5853920234592	1.0630839102051408	-6.373720370254912	0.9999999970587534	1.0040667725736114	0.9986211973187644	1.005453093995469	-0.5612092236765629	0.2879615229173521
['SMAD9', 'SMAD1', 'SMAD7', 'SMAD4', 'SMAD3']	1733.7525330388871	1535.6374566157142	1.129011620268618	-7.299258854123688	0.9999999999632198	0.989070027064907	0.9908512802497608	0.9982023001631438	0.07800560171732303	0.5310094794730695
['AHR', 'ARNTL', 'ARNT2']	799.2972494153706	1485.5530950886337	0.5380469079549671	13.768219437198233	4.931586934304315e-25	0.977039424361203	1.0093700948711857	0.9679694587007666	0.9298491694865705	0.8226445098670576
